,min_timestamp,max_timestamp,med_timestamp,mean_timestamp,min_gas,max_gas,med_gas,mean_gas,out_count,min_outgoing_priceETH,max_outgoing_priceETH,med_outgoing_priceETH,mean_outgoing_priceETH,in_count,min_incoming_priceETH,max_incoming_priceETH,med_incoming_priceETH,mean_incoming_priceETH,address,label
45073,1.6487515e+18,1.649229053e+18,1.6489902765e+18,1.6489902765e+18,194996.0,724358.0,459677.0,459677.0,2.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,,,,,,0x9cd21051db883aff4db09525778b7fb8f262db26,None
16758,1.649011544e+18,1.649363816e+18,1.649012826e+18,1.6491293953333332e+18,188765.0,201118.0,201094.0,196992.328125,3.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,,,,,,0x3ac3d77570e843cdc975bdeeab775fe6f3fa5d40,None
38013,1.649370943e+18,1.649370943e+18,1.649370943e+18,1.649370943e+18,169818.0,169818.0,169818.0,169818.0,1.0,2.00000009162741e-18,2.00000009162741e-18,2.00000009162741e-18,2.00000009162741e-18,1.0,2.00000009162741e-18,2.00000009162741e-18,2.00000009162741e-18,2.00000009162741e-18,0x84d57d4ef69e5d1ad4eff3e31d00bce7cfff8cad,None
10424,1.648818237e+18,1.648818237e+18,1.648818237e+18,1.648818237e+18,62459.0,62459.0,62459.0,62459.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0x247fd9f1b30eaa878bf2c5a691dc9228e554bb11,None
60016,1.649509471e+18,1.649509471e+18,1.649509471e+18,1.649509471e+18,200913.0,200913.0,200913.0,200913.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,,,,,,0xd0b58e1b32f6f3bea6118be5bc04a5d98e91f6f4,None
48109,1.648942721e+18,1.649115768e+18,1.649056366e+18,1.6490382850000003e+18,187575.0,364887.0,199822.0,250761.328125,3.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,,,,,,0xa77356040faab7de650852b149c256cf98f27482,None
54075,1.648931371e+18,1.648931371e+18,1.648931371e+18,1.648931371e+18,201895.0,201895.0,201895.0,201895.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,,,,,,0xbc50ea432c1c7675c4ce02ab14a04b4ab1f0dcbc,None
80624,,,,,,,,,,,,,,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0x2b2860d26e33e12559f0a6c6c7fae712cf6f8249,None
67517,1.648919733e+18,1.648919733e+18,1.648919733e+18,1.648919733e+18,52510.0,52510.0,52510.0,52510.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0xeadadbca248db39f6c6718c0729c948a8d8467f6,None
11997,1.649379066e+18,1.649379066e+18,1.649379066e+18,1.649379066e+18,169830.0,169830.0,169830.0,169830.0,1.0,2.00000009162741e-18,2.00000009162741e-18,2.00000009162741e-18,2.00000009162741e-18,1.0,2.00000009162741e-18,2.00000009162741e-18,2.00000009162741e-18,2.00000009162741e-18,0x2a437c2a36bb8a1836427f4322e8832c2516c811,None
86773,,,,,,,,,,,,,,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0x506a0e97bd1ea8e9636c486e95c6c661b39e358e,None
90032,,,,,,,,,,,,,,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0x64f557034da99a07cb8941cff8347fa8c5bcdf51,None
97476,,,,,,,,,,,,,,2.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0x941d53ed3ea3fc57d3f5374949eeb51c415d4e66,None
71249,1.649014492e+18,1.649014492e+18,1.649014492e+18,1.649014492e+18,199524.0,199524.0,199524.0,199524.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,,,,,,0xf7b2e9541ff6eaf49bc68bf3c878c2cf3de0dda2,None
43576,1.648886062e+18,1.648886062e+18,1.648886062e+18,1.648886062e+18,224489.0,224489.0,224489.0,224489.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,,,,,,0x97867697c8b0986ed755f07634302d817cfd4ba3,None
14466,1.648703374e+18,1.648703374e+18,1.648703374e+18,1.648703374e+18,179429.0,179429.0,179429.0,179429.0,1.0,2.00000009162741e-18,2.00000009162741e-18,2.00000009162741e-18,2.00000009162741e-18,,,,,,0x32fbc8f6043984bbb02e7e636d1187b33a967adf,None
3457,1.648599306e+18,1.648599306e+18,1.648599306e+18,1.648599306e+18,52498.0,52498.0,52498.0,52498.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0x0bfff40545a2250c3f11993e7b75dbbcb11e36ac,None
38119,1.649283496e+18,1.649283933e+18,1.6492836495e+18,1.6492836896666668e+18,197202.0,202002.0,201973.0,201178.671875,6.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,,,,,,0x85389b242be90ed96b38f5b66f19d5a34efcc679,None
73509,1.64893249e+18,1.649447769e+18,1.6494477e+18,1.6492759863333335e+18,199081.0,201900.0,199105.0,200028.671875,3.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,,,,,,0xff6e7092a1aeee4d1120686d6a2bf4cbd3ed02ec,None
9226,1.648481136e+18,1.648905111e+18,1.6486931235e+18,1.6486931235e+18,52498.0,52510.0,52504.0,52504.0,2.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,2.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0x2067cd2ba216a500168c434110cdba9c755a9daf,None
71242,1.64900713e+18,1.649009189e+18,1.6490081595e+18,1.6490081595e+18,193907.0,210954.0,202430.5,202430.5,2.0,1.000000045813705e-18,2.00000009162741e-18,1.5000000170217692e-18,1.5000000170217692e-18,,,,,,0xf7af2b7987a7c5d43b681f68a34d7d2922f37fba,None
105994,,,,,,,,,,,,,,2.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0xca9245aed9acad2fb136b2046bede574d52bab64,None
99029,,,,,,,,,,,,,,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0x9d8d7a471fd2be2b0f11e03455f57f0623701506,None
42422,1.64903604e+18,1.64903604e+18,1.64903604e+18,1.64903604e+18,75937.0,75937.0,75937.0,75937.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,2.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0x93c860b9a4512a6d557424b5aeeb679287f40237,None
95934,,,,,,,,,,,,,,3.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0x8ac471031169b368298b519c566d9cdddf2809c8,None
58534,1.648566368e+18,1.648566368e+18,1.648566368e+18,1.648566368e+18,378041.0,378041.0,378041.0,378041.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,,,,,,0xcb7a439a6cb957a1d6220f2cd3990e54f981dd01,None
104022,,,,,,,,,,,,,,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0xbdac97dc8dceffcda82b2363da02341e7b82f9ba,None
55830,1.64894734e+18,1.64894734e+18,1.64894734e+18,1.64894734e+18,58837.0,58837.0,58837.0,58837.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0xc23c2dbc27f4d107f67ad8398dc7c8ef720918e9,None
52356,1.64938872e+18,1.64938872e+18,1.64938872e+18,1.64938872e+18,52267.0,52267.0,52267.0,52267.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0xb62e9af070438c68cb6a68dfff0290bba63a78cc,None
75264,,,,,,,,,,,,,,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0x09d852a27fb3199e71403a9ae1625a77239dca1b,None
12364,1.649280904e+18,1.649280904e+18,1.649280904e+18,1.649280904e+18,101490.0,101490.0,101490.0,101490.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0x2b8981839bc7117fa4d322eeb53817cc90dc4ae1,None
104603,,,,,,,,,,,,,,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0xc185a7fb0811b3ace0eaaa8447ae9bec4e31c479,None
98846,,,,,,,,,,,,,,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0x9c66dc15a1190231b23fb2df73c5fc5027be7fd2,None
21995,1.648857944e+18,1.648857944e+18,1.648857944e+18,1.648857944e+18,62456.0,62456.0,62456.0,62456.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,2.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0x4cd4c5e76e76bb9dcb17c1f77975fe9f236d4741,None
68529,1.64850244e+18,1.648502454e+18,1.648502447e+18,1.648502447e+18,34774.0,73318.0,54046.0,54046.0,2.0,2.00000009162741e-18,4.999999918875795e-18,3.500000108649179e-18,3.500000108649179e-18,2.0,2.00000009162741e-18,4.999999918875795e-18,3.500000108649179e-18,3.500000108649179e-18,0xee5c09b8c15c30dbe064040107d9e14f709eb801,None
1217,1.648545524e+18,1.648545524e+18,1.648545524e+18,1.648545524e+18,177748.0,177748.0,177748.0,177748.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,,,,,,0x04541122ecdaef744cb576e07e8e5841549aa3a7,None
80897,,,,,,,,,,,,,,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0x2cb157e1f11dc3f546d2d28cc1f360453e5a8351,None
61213,1.64872907e+18,1.649059182e+18,1.6488236025e+18,1.6488588642500001e+18,177827.0,1273545.0,188088.0,456887.0,4.0,1.000000045813705e-18,2.00000009162741e-18,1.000000045813705e-18,1.2500000831165253e-18,,,,,,0xd4ab93fbb2a5a32635a2482233f1b9612c7de24a,None
67801,1.649284159e+18,1.649284159e+18,1.649284159e+18,1.649284159e+18,101490.0,101490.0,101490.0,101490.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0xebd56f0884a8ddb3ad47c767c5647738b04ed1ec,None
31038,1.648858233e+18,1.648858233e+18,1.648858233e+18,1.6488582330000003e+18,286630.0,286630.0,286630.0,286630.0,3.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,,,,,,0x6c75d8e32b960c94b1a3596d92dd8fb4a16ec7d1,None
63283,1.649300734e+18,1.649300734e+18,1.649300734e+18,1.649300734e+18,101490.0,101490.0,101490.0,101490.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0xdbb30ba3b648a3462b294eb5aa5b9dade8eba97e,None
13189,1.649485486e+18,1.649485486e+18,1.649485486e+18,1.649485486e+18,242133.0,242133.0,242133.0,242133.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,,,,,,0x2e63c16f4743eff391a60e74e5b2993208ac876b,None
86987,,,,,,,,,,,,,,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0x51b1cfe21f43db0f071f610971966480dfa423ec,None
34763,1.649090995e+18,1.649090995e+18,1.649090995e+18,1.649090995e+18,228621.0,228621.0,228621.0,228621.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,,,,,,0x79a29fb13bb02a1c795d2a94e2074f5716a1e927,None
78890,,,,,,,,,,,,,,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0x201504dd044277d2de9a416d922485f81064b350,None
13476,1.648831188e+18,1.648831188e+18,1.648831188e+18,1.648831188e+18,1827329.0,1827329.0,1827329.0,1827329.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,,,,,,0x2f69c0aac27f1e6cedaad2ad778262f210c3deb9,None
29387,1.648527415e+18,1.648527415e+18,1.648527415e+18,1.648527415e+18,196575.0,196575.0,196575.0,196575.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,,,,,,0x66ac6db2d213da7e903e3bb149e309f902489371,None
93090,,,,,,,,,,,,,,2.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0x78ba43788d546ab00dc8c15b2e15c92e4febc1fd,None
60498,1.649283936e+18,1.649283936e+18,1.649283936e+18,1.649283936e+18,153482.0,153482.0,153482.0,153482.0,1.0,3.0000000340435383e-18,3.0000000340435383e-18,3.0000000340435383e-18,3.0000000340435383e-18,2.0,1.000000045813705e-18,3.0000000340435383e-18,2.00000009162741e-18,2.00000009162741e-18,0xd24a2f1feae9d9af52fd7e0f85f20190e85a1fc1,None
26945,1.649443569e+18,1.649535708e+18,1.649443678e+18,1.6494743183333335e+18,200857.0,222800.0,222787.0,215481.328125,3.0,1.000000045813705e-18,2.00000009162741e-18,1.000000045813705e-18,1.3333333599524144e-18,,,,,,0x5e174ef16546a7948b2db63103eda6f473b57871,None
26497,1.649298869e+18,1.64939376e+18,1.64939353e+18,1.6493746142e+18,54229.0,109458.0,87810.0,85423.3984375,5.0,1.000000045813705e-18,8.00000036650964e-18,1.000000045813705e-18,2.6000003052312707e-18,11.0,1.000000045813705e-18,8.00000036650964e-18,1.000000045813705e-18,1.818181863880345e-18,0x5c95a4c6f66964df324cc95418f8cc9ed6d25d7c,None
30136,1.649136795e+18,1.649520897e+18,1.649508881e+18,1.6494389438e+18,177935.0,197085.0,182747.0,184496.796875,5.0,1.000000045813705e-18,9.99999983775159e-18,4.00000018325482e-18,4.6000001900635275e-18,,,,,,0x694f83c8912fb17b9efae3d892360dd50c3e28c0,None
87111,,,,,,,,,,,,,,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0x525cd2abd4982cc8825a090bc3019f3845756ebf,None
21541,1.649370328e+18,1.649370487e+18,1.6493704075e+18,1.6493704075e+18,169830.0,174630.0,172230.0,172230.0,2.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,3.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0x4b4f376ad52b3fbb16cf933e4d14831ef9b06919,None
82139,,,,,,,,,,,,,,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0x34427072de07292302a80ed3d26994ee79aba9a8,None
58857,1.649152177e+18,1.649152177e+18,1.649152177e+18,1.649152177e+18,212600.0,212600.0,212600.0,212600.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,,,,,,0xcc96fdeac015476056f3aeba70c33b238daa681e,None
92962,,,,,,,,,,,,,,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0x77eeca73c1513f094ee999ceca64c42a9943ca84,None
48005,1.648419077e+18,1.648419077e+18,1.648419077e+18,1.648419077e+18,37257.0,37257.0,37257.0,37257.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0xa70cb633e21b92629a4189576e8e1f3ad53fffdf,None
40093,1.648825782e+18,1.648825782e+18,1.648825782e+18,1.648825782e+18,166925.0,166925.0,166925.0,166925.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0x8bd9c4b5ea8f6f14c9b14d830ddb67f3720d77f6,Snapshot Voter
46380,1.648932911e+18,1.648932911e+18,1.648932911e+18,1.648932911e+18,370717.0,370717.0,370717.0,370717.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,,,,,,0xa162ae3cf647b0cd403ef55204bf9c9c9db06e02,None
12698,1.649242884e+18,1.649245151e+18,1.6492440175e+18,1.6492440175e+18,39981.0,44781.0,42381.0,42381.0,2.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,2.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0x2cbb2c141b05d427652978ee97eec65a1a842bd7,None
48021,1.649095043e+18,1.649095043e+18,1.649095043e+18,1.649095043e+18,224935.0,224935.0,224935.0,224935.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,,,,,,0xa7193834c83a94419d791b3f703dd194504bfd71,None
20038,1.64939064e+18,1.64939064e+18,1.64939064e+18,1.64939064e+18,51330.0,51330.0,51330.0,51330.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,2.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0x461b7e636ff9042ce0c8330cb09d0a3c4e5f1fbe,None
114397,,,,,,,,,,,,,,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0xff98424f135dec14928629dc78622c70838e4e5d,None
32529,1.648789608e+18,1.648789608e+18,1.648789608e+18,1.648789608e+18,198312.0,198312.0,198312.0,198312.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,,,,,,0x71b1255d36183bc852460280c74c5d7025bb86ce,None
98549,,,,,,,,,,,,,,18.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0x9a96eb0e6fc7b94a2f946dde7ccfcb82af941ed7,None
47101,1.648472426e+18,1.648966267e+18,1.6487193465e+18,1.6487193465e+18,197080.0,197080.0,197080.0,197080.0,2.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,,,,,,0xa40a52d849815d884ae404a4c80818ad64ada365,None
104302,,,,,,,,,,,,,,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0xbf6c82b7fb74e6bfa8884b4d7d6a794290f9f862,None
23211,1.649052597e+18,1.649052597e+18,1.649052597e+18,1.649052597e+18,195039.0,195039.0,195039.0,195039.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,,,,,,0x5136aac69b47477db67116f9a8068000064c7be2,None
27628,1.648877282e+18,1.648877282e+18,1.648877282e+18,1.648877282e+18,218995.0,218995.0,218995.0,218995.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,,,,,,0x608168985f5222742f0b87ccac778e1cec1ac130,None
26012,1.649202148e+18,1.649202148e+18,1.649202148e+18,1.649202148e+18,34370.0,51470.0,42920.0,42920.0,2.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,2.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0x5ae9bc218bc1859528c929d08151aa06e28d1e6c,None
108113,,,,,,,,,,,,,,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0xd79a5d91b4510cd26103591f83ccb2268715f664,None
61971,1.648980981e+18,1.648980981e+18,1.648980981e+18,1.648980981e+18,52510.0,52510.0,52510.0,52510.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0xd73cfb4d5f7cc0634e298aff4e54cc9ec4386684,None
105076,,,,,,,,,,,,,,2.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0xc4688e07759d480fe3c7544eaf8941f1931decdc,None
57255,1.64931231e+18,1.64931231e+18,1.64931231e+18,1.64931231e+18,199129.0,199129.0,199129.0,199129.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,,,,,,0xc701a793702269229fcd8ff11113b73b88c86fe1,None
37686,1.648439053e+18,1.648439053e+18,1.648439053e+18,1.648439053e+18,37129.0,37129.0,37129.0,37129.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0x83c099c5e0352ccde26c72d19ea9f44f6f19aa6e,None
26292,1.649339706e+18,1.649340393e+18,1.649340147e+18,1.649340082e+18,45359.0,67259.0,50147.0,54255.0,3.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,3.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0x5bd70933a816cafa882488249c959190cf68f0a4,None
31046,1.649309334e+18,1.649309334e+18,1.649309334e+18,1.649309334e+18,101490.0,101490.0,101490.0,101490.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0x6c853b37d00ed29cca4e6adfcd32f75c0147da98,None
30725,1.648608348e+18,1.649518155e+18,1.649038223e+18,1.6489788926e+18,199105.0,199158.0,199129.0,199135.796875,5.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,,,,,,0x6b6c9a1f4ff2653efcb6ebd4beab1c6a646e483c,None
47370,1.649551567e+18,1.649551567e+18,1.649551567e+18,1.649551567e+18,180073.0,180073.0,180073.0,180073.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,,,,,,0xa4e42203f724ed1e450ab014bfe67de53cd4c90c,None
75361,,,,,,,,,,,,,,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0x0a7ca3407365464e137ff9a5c4fa90f329163fca,None
40843,1.648768122e+18,1.648768122e+18,1.648768122e+18,1.648768122e+18,228597.0,228597.0,228597.0,228597.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,,,,,,0x8e650784678008bfa47e1fc3423fafa0afebbaf7,None
87357,,,,,,,,,,,,,,2.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0x53f952d3caa331bccfbf542914a753d4e4f85652,None
79260,,,,,,,,,,,,,,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0x2289933ca545045e32cc1d59af9fc66b5c76b9d6,None
69360,1.649192138e+18,1.649229951e+18,1.6492110445e+18,1.6492110445e+18,52510.0,82128.0,67319.0,67319.0,2.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,2.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0xf14be001b68fd99a4f140606868608a2a8b0a938,None
71001,1.648880293e+18,1.648880293e+18,1.648880293e+18,1.648880293e+18,199158.0,199158.0,199158.0,199158.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,,,,,,0xf6d51458fd8b130a75ee5176dff43e24d3f00cd8,None
16247,1.649278419e+18,1.649278419e+18,1.649278419e+18,1.649278419e+18,51951.0,51951.0,51951.0,51951.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0x39071c01b1ad500f629a3ef26871dce3ae09aa10,None
55872,1.648439313e+18,1.648439771e+18,1.648439542e+18,1.648439542e+18,57322.0,58973.0,58147.5,58147.5,2.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,2.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0xc25be9d8c420182161677edfb27f3a084c24bc76,None
30073,1.649489069e+18,1.649489069e+18,1.649489069e+18,1.649489069e+18,51330.0,51330.0,51330.0,51330.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0x6915e389b256d9994b5de85631f7952673f9f43a,None
38328,1.649573982e+18,1.64958012e+18,1.649577051e+18,1.649577051e+18,177142.0,194307.0,185724.5,185724.5,2.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,,,,,,0x85f5f0994f843b83bb7d5942e997646994f0bc66,None
45171,1.648416167e+18,1.648416167e+18,1.648416167e+18,1.648416167e+18,37257.0,37257.0,37257.0,37257.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0x9d30257daa1dc7dd31d826bff7ac2858a810950a,None
96043,,,,,,,,,,,,,,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0x8b7fefcf0821b07da19f5161f0381b2bb313aaab,None
67675,1.648968194e+18,1.648968194e+18,1.648968194e+18,1.648968194e+18,194656.0,194656.0,194656.0,194656.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,,,,,,0xeb698063cfbbf15a4b94449f551fd713d1c523e9,None
18849,1.649311281e+18,1.649311281e+18,1.649311281e+18,1.649311281e+18,52362.0,52362.0,52362.0,52362.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0x41ec27964e2e92a804b366c79cbef83628d78274,None
7452,1.649156662e+18,1.649515691e+18,1.6493361765e+18,1.6493361765e+18,194914.0,194931.0,194922.5,194922.5,2.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,,,,,,0x1a01664328062070056ad53125ce8c553774d5a6,None
