,min_timestamp,max_timestamp,med_timestamp,mean_timestamp,min_gas,max_gas,med_gas,mean_gas,out_count,min_outgoing_priceETH,max_outgoing_priceETH,med_outgoing_priceETH,mean_outgoing_priceETH,in_count,min_incoming_priceETH,max_incoming_priceETH,med_incoming_priceETH,mean_incoming_priceETH,address,label
99410,,,,,,,,,,,,,,2.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0xa00fa8d6d2baf674f84ee2598f52c60a28dec7b6,Take Action 
10916,1.649021852e+18,1.649021852e+18,1.649021852e+18,1.649021852e+18,201835.0,201835.0,201835.0,201835.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,,,,,,0x264f0043c706d17b7574dcfb44db67fad2bb139c,None
28197,1.648428436e+18,1.649527401e+18,1.6489779185e+18,1.6489779185e+18,53669.0,90692.0,72180.5,72180.5,2.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,4.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0x6278e4fe0e4670eac88014d6326f079b4d02d73c,None
67752,1.648418915e+18,1.648418915e+18,1.648418915e+18,1.648418915e+18,235232.0,235232.0,235232.0,235232.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,,,,,,0xeba87e88043003133878ffa66c8d7cd14afdc52b,None
49460,1.649400491e+18,1.649400491e+18,1.649400491e+18,1.649400491e+18,194844.0,194844.0,194844.0,194844.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,,,,,,0xac2359c81ea2defc72091ef9e794446bbe9b4ab4,None
59959,1.64929471e+18,1.64929471e+18,1.64929471e+18,1.64929471e+18,51862.0,51862.0,51862.0,51862.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0xd073f481f7e0714ec0909f248f94a8b4a9a26e9a,None
113554,,,,,,,,,,,,,,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0xfa174605666e4834c418fcec2ebfdf5ce79514e2,None
111213,,,,,,,,,,,,,,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0xeac7c7732b5b6af64118a73b926b74cc11788a58,None
113889,,,,,,,,,,,,,,4.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0xfc28b04388db90746f256960a9aa32ea58ba141c,None
12970,1.649559214e+18,1.649559214e+18,1.649559214e+18,1.649559214e+18,199074.0,199074.0,199074.0,199074.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,,,,,,0x2d9e75622872d8af4a1c07c70370c9470e77dae8,None
5606,1.648640529e+18,1.648714661e+18,1.648677595e+18,1.648677595e+18,179576.0,201447.0,190511.5,190511.5,2.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,,,,,,0x138bae770d7a6daa6f124cd5f0295bcba5fb7547,None
33548,1.648846311e+18,1.648846311e+18,1.648846311e+18,1.648846311e+18,201924.0,201924.0,201924.0,201924.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,,,,,,0x75729fc40b776270d93e341e3c0f9ec4a22dba4c,None
54814,1.648432864e+18,1.648432864e+18,1.648432864e+18,1.648432864e+18,37257.0,37257.0,37257.0,37257.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0xbecdc8b0fd06f23b86fe5ccd1d42fbaca2da70d8,None
37940,1.648739237e+18,1.648739712e+18,1.648739394e+18,1.6487394476666668e+18,228098.0,245215.0,228098.0,233803.671875,3.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,,,,,,0x849e2dd8dafaa4aa5c77a6e1ee76f76d8644bada,None
53904,1.648934177e+18,1.648934177e+18,1.648934177e+18,1.648934177e+18,225033.0,225033.0,225033.0,225033.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,,,,,,0xbbac832b6bcda6a5ff4a3379c070a61a819b06a4,None
59686,1.648479822e+18,1.648479822e+18,1.648479822e+18,1.648479822e+18,196543.0,196543.0,196543.0,196543.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,,,,,,0xcf88270fa4c53077199a95bffa0ab31174e33c54,None
45722,1.648411981e+18,1.648411981e+18,1.648411981e+18,1.648411981e+18,37129.0,37129.0,37129.0,37129.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0x9f117b81cee804b761cdbc676b8879fce8114686,None
35877,1.648986527e+18,1.649396596e+18,1.648991435e+18,1.6490591175714286e+18,221570.0,221635.0,221611.0,221612.0,7.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,,,,,,0x7d60fa20280ca45c1c2d3e89fbe0f63aa3fc5517,None
46457,1.649396682e+18,1.649396682e+18,1.649396682e+18,1.649396682e+18,169830.0,169830.0,169830.0,169830.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0xa1b96536a741454c16d2dc695e9b0c1f8572372b,None
20865,1.649554876e+18,1.649554876e+18,1.649554876e+18,1.649554876e+18,236373.0,236373.0,236373.0,236373.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,,,,,,0x48da014f475f29d8b70232d32da691ce8baaee78,None
61556,1.649355891e+18,1.649355891e+18,1.649355891e+18,1.649355891e+18,192095.0,192095.0,192095.0,192095.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,,,,,,0xd5d0754e0f7207c5876912361354e2fc93383368,None
19304,1.649328776e+18,1.649328776e+18,1.649328776e+18,1.649328776e+18,177802.0,177802.0,177802.0,177802.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,,,,,,0x437f30e0011f89eb9ef6e1df6719974a345193b3,None
2857,1.649562016e+18,1.649562016e+18,1.649562016e+18,1.649562016e+18,199569.0,199569.0,199569.0,199569.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,,,,,,0x09f80f1cd364fe25b5c364a6af281438ef4d5dfe,None
12033,1.648512949e+18,1.648513036e+18,1.648512985e+18,1.64851299e+18,53541.0,53541.0,53541.0,53541.0,3.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,5.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0x2a6a013212ae98cf8c856cc374bc36b3b38933ae,None
33717,1.648468287e+18,1.648468287e+18,1.648468287e+18,1.648468287e+18,37257.0,37257.0,37257.0,37257.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,3.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0x75f997257f26cd44efc2be0343cb44a7c65992dd,None
15091,1.649153639e+18,1.649153639e+18,1.649153639e+18,1.649153639e+18,58922.0,58922.0,58922.0,58922.0,1.0,2.00000009162741e-18,2.00000009162741e-18,2.00000009162741e-18,2.00000009162741e-18,1.0,2.00000009162741e-18,2.00000009162741e-18,2.00000009162741e-18,2.00000009162741e-18,0x34f99372e151da73d78c183dd154698d74c29fc5,None
90941,,,,,,,,,,,,,,5.0,1.000000045813705e-18,8.00000002901995e-15,1.000000045813705e-18,1.600799943719377e-15,0x6b03ec1f97c8d3a630e3d5a2b772bde30d43dff0,None
24005,1.649117648e+18,1.649117648e+18,1.649117648e+18,1.649117648e+18,56913.0,56913.0,56913.0,56913.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0x53e19dac3c7804568aff08d903cc09acfda346fc,None
32433,1.648711856e+18,1.648711856e+18,1.648711856e+18,1.648711856e+18,211545.0,211545.0,211545.0,211545.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,,,,,,0x715f2b98d9e47585052df697fd8f416d77f3b3dc,None
55201,1.649189997e+18,1.649190062e+18,1.649190027e+18,1.6491900286666668e+18,53541.0,53541.0,53541.0,53541.0,3.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,3.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0xc01da4b2d71bec97073c06126a954f2b5c17b777,None
90902,,,,,,,,,,,,,,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0x6ac3695cb6f7ff10a63a7ec15e9cc01b5728de5e,None
37875,1.648942081e+18,1.648942081e+18,1.648942081e+18,1.648942081e+18,51874.0,51874.0,51874.0,51874.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0x846648b558334ccde1550bc909999b11ea6ecfe5,None
66427,1.648853576e+18,1.648853576e+18,1.648853576e+18,1.648853576e+18,201847.0,201847.0,201847.0,201847.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,,,,,,0xe6e67eb8fd8b7c0379595203b244693d2e57f173,None
65979,1.649534674e+18,1.649534674e+18,1.649534674e+18,1.649534674e+18,197109.0,197109.0,197109.0,197109.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,,,,,,0xe53be7f60e72569b2fadfb66c6a99cbadbfc3859,None
11994,1.648754616e+18,1.648754616e+18,1.648754616e+18,1.648754616e+18,64812.0,64812.0,64812.0,64812.0,1.0,1.5000000583807998e-17,1.5000000583807998e-17,1.5000000583807998e-17,1.5000000583807998e-17,1.0,1.5000000583807998e-17,1.5000000583807998e-17,1.5000000583807998e-17,1.5000000583807998e-17,0x2a40e8eb5ce03cc5327f8326040781cdb8e36b16,None
108805,,,,,,,,,,,,,,2.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0xdbbbaa2875c068338755affd3b04b7ed3217888f,None
85030,,,,,,,,,,,,,,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0x45bf09ba21f6a6822078b1828e20a11e9bd7d335,None
73151,1.649002499e+18,1.649397866e+18,1.649304748e+18,1.6492350376666665e+18,218976.0,786830.0,223771.0,409859.0,3.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,,,,,,0xfe35642bfc68a4e24a29bf746bd7e454d2e18e31,None
60798,1.648830467e+18,1.648830467e+18,1.648830467e+18,1.648830467e+18,51902.0,51902.0,51902.0,51902.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0xd355ce66015653483bcc57476d455d89dea9adb2,None
90461,,,,,,,,,,,,,,2.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0x67cdf2376c8519600fd1ae355a12ee20eafd196e,None
100749,,,,,,,,,,,,,,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0xa8dcc1cdb8085db52ae77e4d4056ca5a637b2251,None
105872,,,,,,,,,,,,,,2.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0xc9aa48c34fc5ebd15669c6647508359c25a2a64c,None
64826,1.648828397e+18,1.649394779e+18,1.649111588e+18,1.649111588e+18,194846.0,204941.0,199893.5,199893.5,2.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,,,,,,0xe123cb0af09062b53e9a5c2b8ddca9752d612b25,None
105767,,,,,,,,,,,,,,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0xc8ed3c2d1509fcf3a3c97c68de3dba66381d337c,None
77379,,,,,,,,,,,,,,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0x16f732f261be279ff7c2cbb0c976585b3c5de180,None
1615,1.648711934e+18,1.648711934e+18,1.648711934e+18,1.648711934e+18,34814.0,34814.0,34814.0,34814.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0x05abab19ec04ca47b02738bf9e1e4050437ae509,None
70165,1.648619517e+18,1.648619517e+18,1.648619517e+18,1.648619517e+18,418631.0,418631.0,418631.0,418631.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,,,,,,0xf402ed8571bcc4450d32fb00547bcf39d9f1d925,None
43465,1.648853576e+18,1.648853576e+18,1.648853576e+18,1.648853576e+18,45359.0,45359.0,45359.0,45359.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0x97309554888d46b72436e064bf7c64e8eed07e1c,None
73041,1.649338672e+18,1.649338814e+18,1.649338743e+18,1.649338743e+18,51975.0,56699.0,54337.0,54337.0,2.0,1.000000045813705e-18,2.00000009162741e-18,1.5000000170217692e-18,1.5000000170217692e-18,2.0,1.000000045813705e-18,2.00000009162741e-18,1.5000000170217692e-18,1.5000000170217692e-18,0xfdde50bf38b1443614f71bef1328b761a44b7b4d,None
15313,1.649381797e+18,1.649381797e+18,1.649381797e+18,1.649381797e+18,169830.0,169830.0,169830.0,169830.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0x35c668b1eb9399fc92e8a2af264006546a85dec8,None
32201,1.648900146e+18,1.648984265e+18,1.6489422055e+18,1.6489422055e+18,251730.0,251778.0,251754.0,251754.0,2.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,,,,,,0x708e64a0e5501f3b636ba3fa00972243cbcf66d2,None
2108,1.649126044e+18,1.649126044e+18,1.649126044e+18,1.649126044e+18,53506.0,53506.0,53506.0,53506.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0x075dbb2e6f1365b0571d16da3414db410ae88863,None
860,1.649577444e+18,1.649577444e+18,1.649577444e+18,1.649577444e+18,2440708.0,2440708.0,2440708.0,2440708.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,,,,,,0x031dbcfc6cf7c1b4b80bab34221cb0dc79d01eab,None
41738,1.648396856e+18,1.648396856e+18,1.648396856e+18,1.648396856e+18,218971.0,218971.0,218971.0,218971.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,,,,,,0x917fb046fc18df8fb48050ce1f9c94becc1d977e,None
82046,,,,,,,,,,,,,,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0x33ac259b25367e44141d0ae0bf089a75806b8038,None
72270,1.648424948e+18,1.648424948e+18,1.648424948e+18,1.648424948e+18,82128.0,82128.0,82128.0,82128.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0xfb3429d17ab50ff3ba552ff97faeafa0e236ae9a,None
101679,,,,,,,,,,,,,,3.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0xaef39b6fd3d3feca055ca5d6ea06f56e1792300d,None
62694,1.648388663e+18,1.648388663e+18,1.648388663e+18,1.648388663e+18,197178.0,197178.0,197178.0,197178.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,,,,,,0xd9adc1c53ef0cc0d54a94cb1a0a266fd028597e9,None
70938,1.649556892e+18,1.649556892e+18,1.649556892e+18,1.649556892e+18,199158.0,199158.0,199158.0,199158.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,,,,,,0xf69e4f2831dee21abcaa6e7297f3ed01884b4b11,None
90331,,,,,,,,,,,,,,2.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0x6701e46abaef50e0cfc3a4a879cc1107b59899f3,None
90155,,,,,,,,,,,,,,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0x65b82ed56f6111ae11a6756c0aed0916d13cf093,None
21693,1.64917451e+18,1.649174519e+18,1.6491745145e+18,1.6491745145e+18,51840.0,171995.0,111917.5,111917.5,2.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,2.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0x4bc2ab01d4756ae7a0d59df0109ee7656990a5c0,None
104898,,,,,,,,,,,,,,7.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0xc37594fd7fcf9a6e1724eb9749e3717f94d53f78,None
96680,,,,,,,,,,,,,,4.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0x8f68be11a0001da0cf2dec83368ef2df6e309b2b,None
48518,1.648785933e+18,1.648858758e+18,1.6488223455e+18,1.6488223455e+18,201847.0,223800.0,212823.5,212823.5,2.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,,,,,,0xa8e3f72bf81275622cadf9afdd99512d89ddaeb4,None
59459,1.648889486e+18,1.648889486e+18,1.648889486e+18,1.648889486e+18,34565.0,34565.0,34565.0,34565.0,1.0,2.00000009162741e-18,2.00000009162741e-18,2.00000009162741e-18,2.00000009162741e-18,1.0,2.00000009162741e-18,2.00000009162741e-18,2.00000009162741e-18,2.00000009162741e-18,0xcec5e2dbf6698b3f71f3f5acc2b73f7dded665a5,None
80616,,,,,,,,,,,,,,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0x2b1f96103da74d95fcdadb5864d22de3ce751835,None
73264,1.648528038e+18,1.648528038e+18,1.648528038e+18,1.648528038e+18,1883066.0,1883066.0,1883066.0,1883066.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,,,,,,0xfea01746e0294baca792b67faeb2d84e3b657c4f,None
107807,,,,,,,,,,,,,,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0xd5b4b6fd9c4a618fdf13a4f33f52926f033a20d0,None
77742,,,,,,,,,,,,,,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0x193c604e8f0b6b4def295368c5754182cf29f641,None
86056,,,,,,,,,,,,,,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0x4c026d5d6a7fe1b2e2b28b916ef2016f6058f7b4,Gitcoin Grantee 
93707,,,,,,,,,,,,,,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0x7cbc5d52a647e9365cbc84a5f7e4ebd5ac870763,None
35856,1.649401109e+18,1.649401109e+18,1.649401109e+18,1.649401109e+18,169830.0,169830.0,169830.0,169830.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0x7d4dd277ad28c8ae15b1bd89bfdc559b47fe74a2,None
18489,1.649125194e+18,1.649125194e+18,1.649125194e+18,1.649125194e+18,182930.0,182930.0,182930.0,182930.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,,,,,,0x40b3e0a6e5b70f7358bf7ac7ed4b760082856995,None
43302,1.649259576e+18,1.649259576e+18,1.649259576e+18,1.649259576e+18,52510.0,52510.0,52510.0,52510.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,2.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0x9695cfddea925e36dc656dd2d078019e14a95ac1,None
40928,1.648771221e+18,1.648771221e+18,1.648771221e+18,1.648771221e+18,34685.0,34685.0,34685.0,34685.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0x8ebbd76ff50393f1aabfb72ff15ed63ce5c96806,None
108562,,,,,,,,,,,,,,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0xda3e7e2a36050600e269d6b41c116ece32ecda0d,None
12610,1.649281831e+18,1.649281831e+18,1.649281831e+18,1.649281831e+18,153482.0,153482.0,153482.0,153482.0,1.0,3.0000000340435383e-18,3.0000000340435383e-18,3.0000000340435383e-18,3.0000000340435383e-18,6.0,1.000000045813705e-18,3.0000000340435383e-18,1.5000000170217692e-18,1.6666666740911239e-18,0x2c5ea6eb54298666fec09596b25de96d41dc320d,None
107594,,,,,,,,,,,,,,2.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0xd4734ce5102715924ffd44a41d7bb785ca2e6743,None
90747,,,,,,,,,,,,,,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0x69ceb6204b72e69a7b51ab6a324b8d0258865a03,None
34671,1.648453422e+18,1.649536679e+18,1.649337698e+18,1.6491828140508475e+18,182195.0,1820210.0,204981.0,317617.625,59.0,1.000000045813705e-18,4.999999918875795e-18,2.00000009162741e-18,1.915253369919821e-18,,,,,,0x795846630929c99ca6e9b54c04e26603f9a434cf,None
9525,1.648829829e+18,1.648830477e+18,1.648830153e+18,1.648830153e+18,62447.0,62459.0,62453.0,62453.0,2.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,2.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0x216c79aae0d9b5d0f18715d8f6bd0171e97ac249,None
41379,1.648725914e+18,1.648743422e+18,1.648728161e+18,1.6487324989999997e+18,206676.0,3233278.0,2363430.0,1934461.375,3.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,,,,,,0x903d880a72dfb05e5e4ec03e57b6453820bce47b,None
94727,,,,,,,,,,,,,,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0x832e9ad59d9824ddb0d534548907f2fb971a853c,None
70114,1.648830467e+18,1.648830467e+18,1.648830467e+18,1.648830467e+18,45359.0,45359.0,45359.0,45359.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0xf3d3c556dd3c697a3cdf78a474baa380c7e88d59,None
51158,1.648951552e+18,1.648951552e+18,1.648951552e+18,1.648951552e+18,199146.0,199146.0,199146.0,199146.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,,,,,,0xb2009e884a3cd66285be7a6d21c1f71dc84e1509,None
92181,,,,,,,,,,,,,,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0x72f500f71b705ca3b510721295e9aa8a30050331,None
10310,1.648683595e+18,1.648683595e+18,1.648683595e+18,1.648683595e+18,718724.0,718724.0,718724.0,718724.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,,,,,,0x2423ab80697a1c3a1dfbafa784b52e3b7cd3bb10,None
10032,1.649470679e+18,1.649470679e+18,1.649470679e+18,1.649470679e+18,196561.0,196561.0,196561.0,196561.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,,,,,,0x233afa262640080c4d2e3e781233d48afd938e30,None
53434,1.649293108e+18,1.649293108e+18,1.649293108e+18,1.649293108e+18,101490.0,101490.0,101490.0,101490.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,3.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0xb9f3800eeb6d6dfda14f370822ca30504cafaac6,None
28331,1.648998094e+18,1.648998094e+18,1.648998094e+18,1.648998094e+18,51902.0,51902.0,51902.0,51902.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0x62e91ce6eed31d6e500de0162b091a5a0ad5ce4e,None
5249,1.648416167e+18,1.648416167e+18,1.648416167e+18,1.648416167e+18,37257.0,37257.0,37257.0,37257.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0x126dc20363436677531dfea1a5b74c904003ec5b,None
73535,1.648699991e+18,1.649279664e+18,1.648887142e+18,1.64893848475e+18,194827.0,194851.0,194836.5,194837.75,4.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,,,,,,0xff8b5aada288958a28e10c2ceb50557421a136fa,None
40165,1.648702316e+18,1.648702316e+18,1.648702316e+18,1.648702316e+18,58934.0,58934.0,58934.0,58934.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0x8c11c53f77ad5e91fb13611904f2f59b07aa7c93,None
107387,,,,,,,,,,,,,,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,0xd326d1d6a35cb25964cb806fa2beaff8576d91fd,None
9353,1.648672218e+18,1.648672218e+18,1.648672218e+18,1.648672218e+18,227002.0,227002.0,227002.0,227002.0,1.0,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,1.000000045813705e-18,,,,,,0x20d5dd98e6dd4759c3b25407ffcb44496cf0cd9b,None
